Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,CGPA,CGPA_Category
18,0.9302212185214194,2.2,0.9576653693655741,-0.4173647155797712,-0.8865392583309224,3.19,High,7.975,Good
19,0.08724775361754986,1.7,-1.6440350085355382,-1.246703444998094,1.8586570269463567,3.16,High,7.9,Good
20,-0.6152301338023408,2.0,1.3684601658762758,-0.713557118943458,0.02852617009483741,2.93,Moderate,7.325,Good
21,-0.26399119009239547,3.0,-0.9593770143510351,-1.3059419256708316,1.1823043189794906,2.9,Moderate,7.25,Good
22,1.4922035284573312,3.2,0.47840477343642124,-0.06193383154334699,-1.5628919662977883,3.34,High,8.35,Good
23,1.0707167960053972,0.7,1.3684601658762758,-0.06193383154334699,-0.8467538049211067,3.21,High,8.025,Good
24,-0.9664690775122862,1.7,1.0945969682024743,1.4782666659478243,-0.9661101651505537,2.85,Moderate,7.125,Good
25,-1.7391947536741656,2.0,-0.27471902016653194,-0.8320340802889327,1.6995152133070939,2.68,Low,6.7,Good
26,1.56245131719932,1.3,0.06760997692571961,0.6489279365295011,-1.0854665253800007,3.29,High,8.225,Good
27,-0.47473455631836253,3.9,1.5738575641316273,-1.0689880029798822,-0.6876119912818441,2.64,Moderate,6.6000000000000005,Good
28,-0.7557257112863185,0.1,0.3414731745995211,0.1750200911476024,0.8640206917009656,2.95,Moderate,7.375,Good
29,-1.5284513874481986,1.1,1.3684601658762758,-0.7727955996161954,0.943591598520597,2.79,Low,6.975,Good
30,1.7029468946832989,1.0,0.6153363722733226,0.5304509751840266,-1.2843937924290787,3.25,High,8.125,Good
31,-0.8962212887702967,2.9,-0.48011641842188274,0.6489279365295011,-0.011259283314978441,3.05,Moderate,7.625,Good
32,-1.3879558099642204,3.3,-0.6170480172587836,-0.9505110416344074,1.261875225799122,3.26,Low,8.149999999999999,Good
33,-1.5986991761901874,2.4,0.6153363722733226,-1.542895848361781,1.4210170394383848,2.47,Low,6.175000000000001,Average
34,0.508734486069484,0.7,0.6838021716917726,-0.2396492735615592,-0.011259283314978441,3.24,High,8.100000000000001,Good
35,1.56245131719932,0.6,-0.5485822178403328,-1.1874649643253568,0.7844497848813343,3.62,High,9.05,Achiever
36,1.140964584747386,2.2,0.06760997692571961,-0.8912725609616701,-0.17040109695424097,3.12,High,7.800000000000001,Good
37,-1.3879558099642204,3.6,1.3684601658762758,0.41197401383855176,-0.926324711740738,2.58,Low,6.45,Average
38,0.7897256410374406,3.6,1.2999943664578257,-0.4766031962525086,-1.5231065128879726,3.03,High,7.574999999999999,Good
39,0.508734486069484,0.3,-1.164774412606386,1.596743627293299,-0.011259283314978441,3.29,High,8.225,Good
40,-1.7391947536741656,0.6,0.13607577634417029,0.8858818592204507,0.8640206917009656,2.61,Low,6.5249999999999995,Good
41,0.5789822748114741,0.9,0.7522679711102227,-0.7727955996161954,0.18766798373409974,3.48,High,8.7,Achiever
42,0.508734486069484,3.4,0.5468705728548725,-0.2396492735615592,-1.0058956185603694,3.07,High,7.675,Good
43,-1.3879558099642204,1.5,-0.8224454155141343,-0.713557118943458,1.9382279337659876,2.81,Low,7.025,Good
44,1.4219557397153424,2.5,1.0261311687840242,-0.713557118943458,-1.1252519787898163,3.49,High,8.725000000000001,Achiever
45,0.29799111984351756,2.0,-1.027842813769485,0.9451203398931879,-0.21018655036405662,2.97,Moderate,7.425000000000001,Good
46,1.56245131719932,3.8,1.436925965294726,-1.4244188870163064,-1.483321059478157,3.55,High,8.875,Achiever
47,-1.6689469649321769,3.7,-0.27471902016653194,1.8336975499842483,-0.8069683515112912,2.6,Low,6.5,Good
48,1.2814601622313648,1.3,-1.164774412606386,0.35273553316581435,-0.011259283314978441,3.09,High,7.725,Good
49,1.56245131719932,2.8,0.27300737518107104,-1.4244188870163064,-0.4091138174131348,3.47,High,8.675,Achiever
50,1.3517079509733536,3.0,0.6838021716917726,-0.29888775423429637,-1.36396469924871,3.18,High,7.95,Good
51,-0.47473455631836253,1.2,1.0261311687840242,1.3005512239296124,-0.8865392583309224,3.12,Moderate,7.800000000000001,Good
52,1.0707167960053972,2.6,0.6838021716917726,0.2342585718203398,-1.4037501526585257,4.0,High,10.0,Achiever
53,1.4219557397153424,1.4,-0.4116506190034321,-1.246703444998094,0.5059516110126248,3.33,High,8.325,Good
54,-0.12349561260841722,2.2,-0.7539796160956836,0.47121249451128916,0.1080970769144684,3.11,Moderate,7.7749999999999995,Good
55,-1.5986991761901874,0.1,1.0945969682024743,-0.29888775423429637,1.2220897723893065,2.79,Low,6.975,Good
56,0.9302212185214194,0.9,0.4099389740179712,-1.3059419256708316,0.5457370644224406,3.1,High,7.75,Good
57,-1.5284513874481986,2.1,0.13607577634417029,0.6489279365295011,0.3070243439635466,2.39,Low,5.9750000000000005,Average
58,1.0707167960053972,1.1,-0.20625322074808128,-1.3059419256708316,0.7446643314715188,3.39,High,8.475,Good
59,-1.6689469649321769,3.9,1.1630627676209244,0.7674048978749759,-1.0058956185603694,2.52,Low,6.3,Average
60,-1.1772124437382532,1.0,0.13607577634417029,0.9451203398931879,0.3468097973733624,2.8,Low,7.0,Good
61,0.5789822748114741,1.1,1.5738575641316273,0.47121249451128916,-1.2048228856094476,3.67,High,9.175,Achiever
62,-0.26399119009239547,1.0,-0.48011641842188274,1.0635973012386628,0.1080970769144684,3.27,Moderate,8.175,Good
63,-1.6689469649321769,0.5,-1.5755692091170874,-1.4836573676890434,3.450075163338982,2.85,High,7.125,Good
64,-0.053247823866427776,0.4,-0.0008558224927304587,0.05654312980212756,0.6253079712420719,3.26,Moderate,8.149999999999999,Good
65,-1.1069646549962637,1.7,-0.34318481958498204,0.589689455856764,0.5457370644224406,2.8,Low,7.0,Good
66,-0.4044867675763731,2.5,-0.0008558224927304587,1.4190281852750866,-0.926324711740738,3.06,Moderate,7.65,Good
67,0.5789822748114741,0.7,-1.4386376102801868,0.7081664172022385,0.5457370644224406,3.26,High,8.149999999999999,Good
68,1.56245131719932,2.3,-0.4116506190034321,0.35273553316581435,-1.0058956185603694,3.38,High,8.45,Good
69,-0.12349561260841722,2.2,1.5053917647131758,-0.4766031962525086,-0.5682556310523973,3.15,Moderate,7.875,Good
70,-1.4582035987062092,1.3,1.1630627676209244,-1.542895848361781,1.4608024928482002,2.69,Low,6.725,Good
71,1.140964584747386,1.1,-1.3017060114432866,0.8858818592204507,-0.1306156435444253,3.54,High,8.85,Achiever
72,0.8599734297794294,3.2,-0.7539796160956836,-1.0097495223071447,0.14788253032428425,3.37,High,8.425,Good
73,0.9302212185214194,3.2,1.7107891629685272,-1.1282264836526195,-1.244608339019263,3.58,High,8.95,Achiever
74,-0.5449823450603514,3.7,1.2315285670393756,-0.5358416769252459,-0.7273974446916599,2.89,Moderate,7.2250000000000005,Good
75,0.9302212185214194,3.0,-1.3701718108617367,1.596743627293299,-1.2048228856094476,3.58,High,8.95,Achiever
76,-0.6152301338023408,3.6,-0.4116506190034321,-1.542895848361781,0.9833770519304125,2.99,Moderate,7.4750000000000005,Good
77,1.4219557397153424,0.4,-0.6170480172587836,1.774459069311511,-1.0058956185603694,3.44,High,8.6,Achiever
78,0.508734486069484,1.8,-0.6855138166772335,-0.4173647155797712,0.4661661576028093,3.35,High,8.375,Good
79,0.6492300635534629,3.0,1.0261311687840242,0.05654312980212756,-1.4037501526585257,3.26,High,8.149999999999999,Good
80,-1.5284513874481986,2.2,-0.20625322074808128,1.5375051466205614,-0.1306156435444253,2.62,Low,6.550000000000001,Good
81,-0.47473455631836253,0.5,-1.233240212024836,1.1228357819113999,0.8242352382911502,2.86,High,7.1499999999999995,Good
82,-1.4582035987062092,2.8,-1.4386376102801868,1.3005512239296124,0.4661661576028093,2.86,High,7.1499999999999995,Good
83,0.7194778522954517,0.3,-1.4386376102801868,1.8929360306569858,-0.17040109695424097,2.99,High,7.4750000000000005,Good
84,1.140964584747386,3.8,1.6423233635500774,-1.0689880029798822,-1.602677419707604,3.08,High,7.7,Good
85,-0.4044867675763731,0.3,0.9576653693655741,0.41197401383855176,0.0683116235046529,3.21,Moderate,8.025,Good
86,-1.3177080212222314,2.0,-1.6440350085355382,0.05654312980212756,1.6597297598972784,2.81,High,7.025,Good
87,-1.5284513874481986,0.5,-1.3017060114432866,0.7081664172022385,1.7393006667169093,2.9,High,7.25,Good
88,1.63269910594131,1.5,-0.7539796160956836,1.4782666659478243,-1.2843937924290787,3.78,High,9.45,Achiever
89,-0.9664690775122862,3.9,-1.6440350085355382,1.8336975499842483,-0.488684724232766,2.96,High,7.4,Good
90,-1.4582035987062092,2.2,1.5738575641316273,0.2342585718203398,-0.3295429105935035,2.81,Low,7.025,Good
91,0.4384866973274952,2.8,-0.1377874213296312,0.5304509751840266,-0.8467538049211067,3.39,High,8.475,Good
92,-1.5986991761901874,1.1,1.5738575641316273,1.5375051466205614,-0.6876119912818441,2.82,Low,7.05,Good
93,-0.12349561260841722,2.5,-0.7539796160956836,-0.9505110416344074,0.943591598520597,2.67,Moderate,6.675,Good
94,0.29799111984351756,0.3,1.6423233635500774,1.8336975499842483,-1.6822483265272352,3.08,Moderate,7.7,Good
95,0.7194778522954517,2.1,-0.6855138166772335,1.3005512239296124,-0.926324711740738,3.1,High,7.75,Good
96,1.4922035284573312,3.3,1.5053917647131758,-1.0097495223071447,-1.5628919662977883,3.54,High,8.85,Achiever
97,0.4384866973274952,1.7,1.5053917647131758,0.7081664172022385,-1.483321059478157,3.45,High,8.625,Achiever
98,1.7029468946832989,0.6,0.3414731745995211,-0.35812623490703377,-0.36932836400331914,3.39,High,8.475,Good
99,1.63269910594131,3.4,1.1630627676209244,-1.1874649643253568,-1.36396469924871,3.15,High,7.875,Good
100,-1.5284513874481986,3.5,1.0945969682024743,1.952174511329723,-1.6822483265272352,2.68,Low,6.7,Good
101,1.7731946834252876,2.2,0.8891995699471241,0.05654312980212756,-1.6424628731174193,3.41,High,8.525,Achiever
102,-0.12349561260841722,0.5,1.5738575641316273,0.5304509751840266,-0.608041084462213,3.22,Moderate,8.05,Good
103,-0.9664690775122862,2.7,0.4099389740179712,-0.35812623490703377,0.26723889055373107,2.98,Moderate,7.45,Good
104,0.08724775361754986,3.1,0.06760997692571961,1.3005512239296124,-1.4037501526585257,2.99,Moderate,7.4750000000000005,Good
105,0.2277433311015281,2.2,1.2999943664578257,-0.4766031962525086,-0.6478265378720285,3.3,Moderate,8.25,Good
106,0.7194778522954517,0.9,-1.233240212024836,-1.542895848361781,1.7790861201267256,3.55,High,8.875,Achiever
107,-0.47473455631836253,2.4,-0.34318481958498204,-0.06193383154334699,0.3468097973733624,2.97,Moderate,7.425000000000001,Good
108,0.08724775361754986,3.1,-0.34318481958498204,0.589689455856764,-0.6876119912818441,3.28,Moderate,8.2,Good
109,1.2814601622313648,3.8,-1.233240212024836,1.2413127432568747,-1.5628919662977883,3.05,High,7.625,Good
110,-0.12349561260841722,3.9,-0.0008558224927304587,-0.5950801575979833,-0.2897574571836878,3.08,Moderate,7.7,Good
111,0.508734486069484,1.0,-1.4386376102801868,-1.1282264836526195,1.6995152133070939,3.3,High,8.25,Good
112,-1.1069646549962637,1.4,1.3684601658762758,0.05654312980212756,0.02852617009483741,2.7,Low,6.75,Good
113,0.5789822748114741,0.7,-1.027842813769485,-1.4836573676890434,1.7790861201267256,3.14,High,7.8500000000000005,Good
114,-1.1069646549962637,0.4,-1.3017060114432866,0.05654312980212756,1.9780133871758039,2.73,High,6.825,Good
115,-1.036716866254275,1.5,-0.0008558224927304587,0.8266433785477131,0.2274534371439156,2.76,Moderate,6.8999999999999995,Good
116,1.3517079509733536,3.7,-1.5071034096986373,-0.6543186382707206,-0.1306156435444253,3.45,High,8.625,Achiever
117,1.0707167960053972,3.0,-1.0963086131879352,-0.8320340802889327,0.18766798373409974,3.29,High,8.225,Good
118,0.4384866973274952,1.5,-0.1377874213296312,1.0635973012386628,-0.6876119912818441,2.75,High,6.875,Good
119,-1.5986991761901874,1.0,0.7522679711102227,1.596743627293299,-0.21018655036405662,3.4,Low,8.5,Achiever
120,-1.3879558099642204,1.8,0.13607577634417029,-0.713557118943458,1.261875225799122,3.05,Low,7.625,Good
121,-0.8259735000283079,1.5,-1.6440350085355382,-0.4766031962525086,1.9382279337659876,2.82,High,7.05,Good
122,-1.3177080212222314,3.6,0.3414731745995211,0.8266433785477131,-0.6478265378720285,2.62,Low,6.550000000000001,Good
123,1.0004690072634081,2.0,-1.4386376102801868,0.29349705249307717,0.0683116235046529,3.64,High,9.1,Achiever
124,-0.19374340135040605,0.5,-0.7539796160956836,-0.29888775423429637,1.3414461326187535,3.19,Moderate,7.975,Good
125,0.508734486069484,2.3,-0.48011641842188274,1.8929360306569858,-1.4037501526585257,2.95,High,7.375,Good
126,-1.3879558099642204,0.6,-0.8909112149325844,-1.0097495223071447,2.5350097349132223,2.94,Low,7.35,Good
127,-1.1069646549962637,1.1,-1.0963086131879352,1.596743627293299,0.5457370644224406,2.89,High,7.2250000000000005,Good
128,-0.26399119009239547,3.9,-1.3017060114432866,-0.1804107928888218,0.26723889055373107,2.9,High,7.25,Good
129,1.63269910594131,3.5,1.0945969682024743,-1.3651804063435689,-1.244608339019263,3.57,High,8.924999999999999,Achiever
130,1.4922035284573312,2.2,0.27300737518107104,-0.8912725609616701,-0.488684724232766,3.24,High,8.100000000000001,Good
131,0.9302212185214194,0.7,-0.6170480172587836,-0.06193383154334699,0.3865952507831779,2.99,High,7.4750000000000005,Good
132,-1.3177080212222314,2.4,-0.7539796160956836,0.47121249451128916,0.704878878061703,2.85,Low,7.125,Good
133,-1.1772124437382532,1.9,0.13607577634417029,-1.4244188870163064,1.5801588530776474,2.7,Low,6.75,Good
134,-1.5284513874481986,4.0,-0.6170480172587836,1.3005512239296124,-0.44889927082295034,2.72,Low,6.800000000000001,Good
135,-0.8259735000283079,2.7,0.8891995699471241,0.5304509751840266,-0.6876119912818441,2.45,Moderate,6.125,Average
136,-0.5449823450603514,3.7,1.1630627676209244,0.8858818592204507,-1.6424628731174193,2.85,Moderate,7.125,Good
137,-1.3177080212222314,2.9,1.5053917647131758,-0.9505110416344074,0.14788253032428425,2.86,Low,7.1499999999999995,Good
138,0.29799111984351756,3.4,-1.233240212024836,1.2413127432568747,-0.8467538049211067,3.15,High,7.875,Good
139,-1.036716866254275,0.7,-1.164774412606386,1.3005512239296124,0.9038061451107812,2.96,High,7.4,Good
140,-0.47473455631836253,3.5,-0.34318481958498204,1.3005512239296124,-1.0058956185603694,3.44,Moderate,8.6,Achiever
141,-0.19374340135040605,1.5,-0.1377874213296312,-0.5358416769252459,0.7446643314715188,3.08,Moderate,7.7,Good
142,-0.8962212887702967,3.6,-0.4116506190034321,0.35273553316581435,-0.1306156435444253,3.27,Moderate,8.175,Good
143,1.4219557397153424,2.5,-1.3017060114432866,1.7152205886387735,-1.4037501526585257,3.13,High,7.824999999999999,Good
144,-1.247460232480242,3.2,0.4099389740179712,0.29349705249307717,-0.21018655036405662,3.08,Low,7.7,Good
145,1.4219557397153424,3.2,-1.164774412606386,-0.5950801575979833,-0.21018655036405662,3.59,High,8.975,Achiever
146,-1.5986991761901874,2.3,0.8891995699471241,1.5375051466205614,-0.7671828981014756,2.61,Low,6.5249999999999995,Good
147,-0.5449823450603514,3.3,-1.3017060114432866,1.4190281852750866,-0.4091138174131348,2.95,High,7.375,Good
148,1.0707167960053972,0.6,-0.9593770143510351,0.9451203398931879,-0.1306156435444253,3.15,High,7.875,Good
149,0.7897256410374406,2.6,0.6838021716917726,-0.2396492735615592,-0.926324711740738,3.14,High,7.8500000000000005,Good
150,-1.1069646549962637,3.6,0.27300737518107104,-0.1804107928888218,-0.051044736724793933,2.64,Low,6.6000000000000005,Good
151,-0.12349561260841722,3.8,-1.164774412606386,0.47121249451128916,-0.2897574571836878,3.58,High,8.95,Achiever
152,-1.6689469649321769,3.5,1.5053917647131758,0.29349705249307717,-0.7273974446916599,2.79,Low,6.975,Good
153,0.7194778522954517,3.7,0.6838021716917726,-1.3059419256708316,-0.608041084462213,3.65,High,9.125,Achiever
154,-0.26399119009239547,2.9,1.5053917647131758,0.7674048978749759,-1.602677419707604,3.33,Moderate,8.325,Good
155,-0.12349561260841722,0.5,1.6423233635500774,1.3597897046023495,-1.2048228856094476,3.11,Moderate,7.7749999999999995,Good
156,0.3682389085855064,1.6,-1.5071034096986373,-0.4173647155797712,1.1027334121598593,3.42,High,8.55,Achiever
157,1.0707167960053972,0.0,-0.5485822178403328,-0.1804107928888218,0.6253079712420719,3.51,High,8.774999999999999,Achiever
158,-0.5449823450603514,1.4,0.8207337705286728,-0.002695350870609582,0.0683116235046529,3.02,Moderate,7.55,Good
159,-0.9664690775122862,1.8,-1.233240212024836,-0.9505110416344074,1.9780133871758039,2.38,High,5.949999999999999,Average
160,1.4922035284573312,1.4,0.27300737518107104,0.29349705249307717,-0.9661101651505537,3.43,High,8.575000000000001,Achiever
161,-1.6689469649321769,2.7,-1.0963086131879352,1.8336975499842483,0.0683116235046529,2.71,High,6.775,Good
162,-1.4582035987062092,4.0,-0.0008558224927304587,0.5304509751840266,-0.3295429105935035,2.59,Low,6.475,Average
163,-1.5284513874481986,3.0,-1.027842813769485,1.596743627293299,-0.011259283314978441,2.68,Low,6.7,Good
164,-1.5986991761901874,1.9,0.20454157576262036,-1.3651804063435689,1.7393006667169093,2.67,Low,6.675,Good
165,1.0004690072634081,1.8,0.06760997692571961,-0.1211723122160844,-0.44889927082295034,3.58,High,8.95,Achiever
166,-1.1772124437382532,0.7,1.2315285670393756,1.774459069311511,-0.7273974446916599,2.46,Low,6.15,Average
167,-0.4044867675763731,1.1,0.47840477343642124,-0.1211723122160844,0.3865952507831779,3.22,Moderate,8.05,Good
168,-1.6689469649321769,0.9,-0.8909112149325844,0.7674048978749759,1.3812315860285689,3.02,Low,7.55,Good
169,-1.6689469649321769,0.4,1.0261311687840242,-0.9505110416344074,1.619944306487463,2.52,Low,6.3,Average
170,-1.3879558099642204,1.0,0.7522679711102227,1.4190281852750866,-0.21018655036405662,2.97,Low,7.425000000000001,Good
171,1.2112123734893747,1.6,0.5468705728548725,-1.0097495223071447,-0.17040109695424097,3.5,High,8.75,Achiever
172,-1.6689469649321769,0.3,-1.027842813769485,-1.4836573676890434,3.211362442880089,2.7,Low,6.75,Good
173,-1.1069646549962637,2.3,-0.27471902016653194,1.596743627293299,-0.4091138174131348,2.78,Low,6.949999999999999,Good
174,-0.8259735000283079,1.5,0.3414731745995211,-0.6543186382707206,0.9038061451107812,3.15,Moderate,7.875,Good
175,0.4384866973274952,1.6,0.20454157576262036,-0.06193383154334699,-0.17040109695424097,3.26,High,8.149999999999999,Good
176,0.9302212185214194,0.6,1.2315285670393756,-0.06193383154334699,-0.6478265378720285,3.3,High,8.25,Good
177,1.4219557397153424,3.2,-0.27471902016653194,-1.542895848361781,-0.09083019013460979,3.49,High,8.725000000000001,Achiever
178,0.508734486069484,1.0,-1.233240212024836,1.3597897046023495,-0.09083019013460979,2.89,High,7.2250000000000005,Good
179,1.7029468946832989,2.1,-1.0963086131879352,-0.6543186382707206,0.0683116235046529,3.52,High,8.8,Achiever
180,-0.7557257112863185,2.2,0.5468705728548725,1.3597897046023495,-0.8865392583309224,2.76,Moderate,6.8999999999999995,Good
181,-1.036716866254275,0.0,-1.233240212024836,1.596743627293299,1.0231625053402285,2.95,High,7.375,Good
182,0.3682389085855064,2.7,-1.0963086131879352,1.6559821079660362,-0.9661101651505537,3.4,High,8.5,Achiever
183,-0.26399119009239547,1.5,0.06760997692571961,-1.4244188870163064,1.261875225799122,3.17,Moderate,7.925,Good
184,-1.4582035987062092,2.4,-0.8909112149325844,-0.2396492735615592,1.3414461326187535,2.66,Low,6.65,Good
185,-0.7557257112863185,1.4,0.7522679711102227,-0.5358416769252459,0.5855225178322562,2.77,Moderate,6.925,Good
186,0.5789822748114741,3.7,0.8207337705286728,-1.1874649643253568,-0.6876119912818441,3.77,High,9.425,Achiever
187,-1.5986991761901874,1.0,0.3414731745995211,-1.4244188870163064,2.057584293995435,3.29,Low,8.225,Good
188,-0.5449823450603514,3.1,-1.3701718108617367,-1.3059419256708316,1.5403733996678313,2.99,High,7.4750000000000005,Good
189,0.7897256410374406,2.0,0.6153363722733226,-0.29888775423429637,-0.608041084462213,3.43,High,8.575000000000001,Achiever
190,1.0707167960053972,2.8,-0.7539796160956836,0.41197401383855176,-0.7671828981014756,3.24,High,8.100000000000001,Good
191,-0.47473455631836253,0.4,1.436925965294726,-1.1282264836526195,0.8242352382911502,3.01,Moderate,7.5249999999999995,Good
192,-1.1069646549962637,2.2,1.2999943664578257,1.0043588205659255,-0.8865392583309224,3.01,Low,7.5249999999999995,Good
193,1.0707167960053972,2.6,0.6838021716917726,0.35273553316581435,-1.483321059478157,3.34,High,8.35,Good
194,-0.9664690775122862,4.0,1.5053917647131758,-1.4836573676890434,-0.1306156435444253,2.58,Moderate,6.45,Average
195,0.7194778522954517,3.7,-1.0963086131879352,0.41197401383855176,-0.7273974446916599,3.06,High,7.65,Good
196,1.4922035284573312,3.9,1.5053917647131758,-1.3651804063435689,-1.5628919662977883,3.65,High,9.125,Achiever
197,1.2814601622313648,3.4,-0.6170480172587836,0.7081664172022385,-1.4037501526585257,3.41,High,8.525,Achiever
198,-0.8962212887702967,0.5,-1.4386376102801868,0.8858818592204507,1.3414461326187535,2.84,High,7.1,Good
199,-0.5449823450603514,2.9,-1.5071034096986373,-0.4766031962525086,1.1425188655696752,3.29,High,8.225,Good
200,-0.6152301338023408,2.5,1.2999943664578257,0.41197401383855176,-0.8865392583309224,3.03,Moderate,7.574999999999999,Good
201,-0.8962212887702967,0.1,1.2999943664578257,-1.542895848361781,1.5403733996678313,2.95,Moderate,7.375,Good
202,1.56245131719932,3.2,1.7107891629685272,-1.3651804063435689,-1.4435356060683413,3.67,High,9.175,Achiever
203,0.9302212185214194,1.6,-0.06932162191118052,0.6489279365295011,-0.7671828981014756,3.23,High,8.075,Good
204,-0.26399119009239547,3.0,-0.8909112149325844,-1.1874649643253568,1.0629479587500439,3.36,Moderate,8.4,Good
205,-0.47473455631836253,1.1,-0.6855138166772335,-0.7727955996161954,1.5403733996678313,3.01,Moderate,7.5249999999999995,Good
206,-0.4044867675763731,2.7,-0.9593770143510351,1.774459069311511,-0.6876119912818441,3.08,Moderate,7.7,Good
207,1.0004690072634081,0.4,-0.27471902016653194,1.5375051466205614,-0.8069683515112912,3.33,High,8.325,Good
208,0.4384866973274952,0.7,1.7107891629685272,-0.8912725609616701,-0.1306156435444253,3.35,High,8.375,Good
209,1.56245131719932,2.6,0.3414731745995211,-0.4766031962525086,-1.0058956185603694,3.33,High,8.325,Good
210,-0.9664690775122862,0.7,0.9576653693655741,-0.35812623490703377,0.7446643314715188,2.81,Moderate,7.025,Good
211,-1.5284513874481986,3.9,1.2999943664578257,1.3597897046023495,-1.5628919662977883,3.08,Low,7.7,Good
212,0.7194778522954517,0.6,1.0945969682024743,-0.8320340802889327,0.0683116235046529,3.16,High,7.9,Good
213,-0.9664690775122862,2.1,0.3414731745995211,0.47121249451128916,-0.011259283314978441,2.79,Moderate,6.975,Good
214,1.3517079509733536,3.8,1.2315285670393756,-0.8912725609616701,-1.602677419707604,3.33,High,8.325,Good
215,0.5789822748114741,2.2,-1.4386376102801868,-0.1211723122160844,0.5059516110126248,2.97,High,7.425000000000001,Good
216,0.7897256410374406,2.0,-1.4386376102801868,-0.8320340802889327,0.943591598520597,3.14,High,7.8500000000000005,Good
217,0.6492300635534629,0.3,1.2315285670393756,0.1750200911476024,-0.5284701776425816,3.77,High,9.425,Achiever
218,1.140964584747386,1.4,0.6153363722733226,0.11578161047486497,-0.8467538049211067,3.26,High,8.149999999999999,Good
219,-0.8259735000283079,3.5,1.0261311687840242,0.41197401383855176,-1.0058956185603694,3.11,Moderate,7.7749999999999995,Good
220,0.7194778522954517,2.7,0.4099389740179712,0.47121249451128916,-1.244608339019263,3.38,High,8.45,Good
221,-1.1772124437382532,3.5,1.2999943664578257,-1.4836573676890434,0.3070243439635466,2.84,Low,7.1,Good
222,-0.5449823450603514,3.0,-1.164774412606386,1.3005512239296124,-0.2897574571836878,3.03,High,7.574999999999999,Good
223,1.2112123734893747,2.0,-1.7125008079539883,-0.5950801575979833,0.704878878061703,3.42,High,8.55,Achiever
224,0.508734486069484,1.0,0.47840477343642124,0.29349705249307717,-0.36932836400331914,3.24,High,8.100000000000001,Good
225,1.0004690072634081,0.4,0.8891995699471241,0.29349705249307717,-0.6478265378720285,3.32,High,8.299999999999999,Good
226,0.508734486069484,3.7,-1.3701718108617367,1.7152205886387735,-1.3241792458388943,3.29,High,8.225,Good
227,0.6492300635534629,0.3,-0.6855138166772335,0.8858818592204507,0.1080970769144684,3.29,High,8.225,Good
228,-0.5449823450603514,2.5,-1.5755692091170874,1.4782666659478243,0.02852617009483741,2.86,High,7.1499999999999995,Good
229,1.7029468946832989,3.9,0.8207337705286728,-1.4836573676890434,-1.2048228856094476,3.8,High,9.5,Achiever
230,0.6492300635534629,1.8,-0.7539796160956836,1.952174511329723,-1.165037432199632,3.25,High,8.125,Good
231,-0.26399119009239547,1.8,-1.164774412606386,1.2413127432568747,0.0683116235046529,2.86,High,7.1499999999999995,Good
232,-1.4582035987062092,2.7,0.5468705728548725,-0.6543186382707206,0.6650934246518875,2.95,Low,7.375,Good
